"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.209,,
"DNK","Denmark","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.31,,
"DNK","Denmark","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.299,,
"DNK","Denmark","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.231,,
"DNK","Denmark","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.232,,
"FIN","Finland","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.223,,
"FIN","Finland","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.225,,
"FIN","Finland","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.21,,
"FIN","Finland","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.212,,
"FIN","Finland","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.206,,
"FIN","Finland","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.206,,
"FIN","Finland","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.201,,
"FIN","Finland","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.203,,
"FRA","France","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.238,,
"FRA","France","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.239,,
"FRA","France","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.253,,
"FRA","France","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.237,,
"FRA","France","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.243,,
"FRA","France","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.246,,
"DEU","Germany","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.256,,
"DEU","Germany","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.265,,
"DEU","Germany","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.251,,
"DEU","Germany","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.261,,
"DEU","Germany","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.272,,
"DEU","Germany","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.27,,
"GRC","Greece","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.379,,
"GRC","Greece","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.353,,
"GRC","Greece","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.336,,
"GRC","Greece","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.37,,
"GRC","Greece","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.352,,
"GRC","Greece","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.324,,
"HUN","Hungary","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.327,,
"HUN","Hungary","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.426,,
"HUN","Hungary","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.349,,
"HUN","Hungary","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.282,,
"HUN","Hungary","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.326,,
"HUN","Hungary","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.297,,
"ISL","Iceland","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.271,,
"ISL","Iceland","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.228,,
"IRL","Ireland","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.232,,
"IRL","Ireland","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.237,,
"IRL","Ireland","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.223,,
"IRL","Ireland","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.228,,
"IRL","Ireland","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.232,,
"IRL","Ireland","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.222,,
"ITA","Italy","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.437,,
"ITA","Italy","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.408,,
"ITA","Italy","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.404,,
"ITA","Italy","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.39,,
